Symbol,Short Name,"Close (D)
[Trade Date] 2022-02-09
[Price Type] Yield",FULL,"Closing Price (Net)
[Trade Date] 2022-02-09","Estimated Clean Price (SHCH)
[Date] 2022-02-09","Estimated Yield (SHCH)
[Date] 2022-02-09","Estimated Dirty Price (SHCH)
[Date] 2022-02-09","Estimated Yield (CSI)
[Date] 2022-02-09
[Credibility] Recommended","Estimated Clean Price (CSI)
[Date] 2022-02-09
[Credibility] Recommended","Estimated Dirty Price (CSI)
[Date] 2022-02-09
[Credibility] Recommended",Dated Date,"Remaining Maturity (Year)
[Date] Most Recent
[Unit] Yearly",Initial Face Value,"Bond Latest Face Value
[Trade Date] Last Closing Day",Latest Bond Rating,Maturity Date,Coupon Type,Interest Accrual Method,Coupon Description,Coupon Frequency,COUPON_DATE,"Bond Term (Year)
[Unit] Yearly",Maturities (Text),Interest Reference,Coupon Date Description,"Bond Term (Year)
[Unit] Yearly","Issue Amount
[Unit] (100M)"
130466.SH,MOF (NINGXIA) 3.52% B250909,3.5202,101.4852,100,103.3947,2.5205,104.8922,,,,9/9/2015,3.5808,100,100,AAA,9/9/2025,Fixed Interest Rate,Simple interest,3.52%,2,3月9日,10,10,A/365,"Pay interest on September 9 and March 9 each year, and holidays are postponed",10,10
173117.SH,MOF (SHANDONG) 3.52% B310303,3.5202,101.543,100,103.9945,3.0126,105.5503,,,,3/3/2021,9.0603,100,100,AAA,3/3/2031,Fixed Interest Rate,Simple interest,3.52%,2,3月3日,10,10,A/365,Pay interest on March 3 and September 3 every year.,10,91.78
157570.SH,MOF (YUNNAN) 3.52% B290129,3.5184,100.1157,100,103.6767,2.9325,103.7933,,,,1/29/2019,6.9699,100,100,AAA,1/29/2029,Fixed Interest Rate,Simple interest,3.52%,2,1月29日,10,10,A/365,"Pay interest on January 29 and July 29 each year, and holidays are postponed",10,76.5
160540.SH,19Ningxia 33,3.5051,100.9039,100,103.752,2.6555,104.656,,,,11/8/2019,4.7452,100,100,AAA,11/8/2026,Fixed Interest Rate,Simple interest,3.51%,1,11月8日,7,7,A/365,"Pay interest on November 8 each year, and postpone holidays",7,5.1835
171943.SH,MOF (HEBEI) 3.51% B271023,3.5056,101.0578,100,104.005,2.7394,105.0628,,,,10/23/2020,5.7014,100,100,AAA,10/23/2027,Fixed Interest Rate,Simple interest,3.51%,1,10月23日,7,7,A/365,The interest payment holiday will be postponed on October 23 every year,7,44.41
127950.SH,21 Railway Station 11,3.5072,101.1347,100,103.1332,3.1283,104.2679,,,,10/15/2021,9.6795,100,100,AAA,10/15/2031,Fixed Interest Rate,Simple interest,3.51%,1,10月15日,10,10,A/365,The interest payment holiday will be postponed on October 15 every year,10,100
130419.SH,MOF (XIAMEN) 3.51% B220822,3.4351,101.654,100,100.8421,1.8707,102.4961,,,,8/22/2015,0.5315,100,100,AAA,8/22/2022,Fixed Interest Rate,Simple interest,3.51%,1,8月22日,7,7,A/365,"Pay interest on August 22 every year, and postpone holidays",7,9.4
155602.SH,SHANXI COKING COAL GROUP 3.51% B220812,2.4441,102.2502,100.5,100.4169,2.6216,102.1671,,,,8/12/2019,0.5041,100,100,AAA,8/12/2022,Fixed Interest Rate,Simple interest,3.51%,1,8月12日,3,3,A/365F,The interest payment holiday will be postponed on August 12 every year,3,5
157777.SH,MOF (SHANDONG) 3.51% B260626,3.504,102.2022,100,103.6688,2.6087,105.8709,,,,6/26/2019,4.3753,100,100,AAA,6/26/2026,Fixed Interest Rate,Simple interest,3.51%,1,6月26日,7,7,A/365,"June 26, 26, payment, holiday",7,53.51
157769.SH,MOF (JIANGXI) 3.51% B290619,3.5082,100.5097,100,104.2381,2.8664,104.7492,,,,6/19/2019,7.3562,100,100,AAA,6/19/2029,Fixed Interest Rate,Simple interest,3.51%,2,6月19日,10,10,A/365,"Pay interest on June 19 and December 19 each year, and holidays are postponed",10,5
188094.SH,FFNP 3.51% B240512,2.9426,103.8349,101.2,101.5727,2.7749,104.2076,,,,5/12/2021,2.2521,100,100,AAA,5/12/2024,Fixed Interest Rate,Simple interest,3.51%,1,5月12日,3,3,A/365F,"Pay interest on May 12 every year, and postpone holidays",3,10
160503.SH,19 Jilin 28,3.5097,101.3078,100,103.9765,2.924,105.2952,,,,9/27/2019,7.6301,100,100,AAA,9/27/2029,Fixed Interest Rate,Simple interest,3.51%,2,3月27日,10,10,A/365,"Pay interest on September 27 and March 27 each year, and holidays are postponed",10,1.98
160505.SH,19 Jilin 30,3.5097,101.3078,100,103.9765,2.924,105.2952,,,,9/27/2019,7.6301,100,100,AAA,9/27/2029,Fixed Interest Rate,Simple interest,3.51%,2,3月27日,10,10,A/365,"Pay interest on September 27 and March 27 each year, and holidays are postponed",10,1.3
140552.SH,MOF (GUIZHOU) 3.5100% B240324,3.5021,103.1061,100,102.1752,2.4402,105.2813,,,,3/24/2017,2.1178,100,100,AAA,3/24/2024,Fixed Interest Rate,Simple interest,3.51%,1,3月24日,7,7,A/365,The interest payment will be postponed on March 24 every year,7,114
163165.SH,20 Air Control 02,3.1425,104.3961,101.04,101.8964,2.85,105.2526,,,,2/26/2020,3.0466,100,100,AAA,2/26/2025,Fixed Interest Rate,Simple interest,3.51%,1,2月26日,5,5,A/365F,"Interest shall be paid on February 26 every year, and holidays shall be postponed accordingly",5,5
130420.SH,MOF (XIAMEN) 3.51% B250822,3.5027,101.654,100,103.1936,2.5585,104.8341,,,,8/22/2015,3.5315,100,100,AAA,8/22/2025,Fixed Interest Rate,Simple interest,3.51%,2,2月22日,10,10,A/365,Pay interest on August 22 and February 22 every year.,10,6.3
130422.SH,MOF (XIAMEN) 3.51% B250822,3.5027,101.654,100,103.1936,2.5585,104.8341,,,,8/22/2015,3.5315,100,100,AAA,8/22/2025,Fixed Interest Rate,Simple interest,3.51%,2,2月22日,10,10,A/365,Pay interest on August 22 and February 22 every year.,10,6.9
157129.SH,MOF (HEBEI) 3.51% B290128,3.5084,100.125,100,104.0421,2.8655,104.1681,,,,1/28/2019,6.9671,100,100,AAA,1/28/2029,Fixed Interest Rate,Simple interest,3.51%,2,1月28日,10,10,A/365,The interest payment on January 28 and July 28 of each year will be postponed,10,23.15
157557.SH,19 Tianjin 07,3.5084,100.125,100,104.0421,2.8655,104.1681,,,,1/28/2019,6.9671,100,100,AAA,1/28/2029,Fixed Interest Rate,Simple interest,3.51%,2,1月28日,10,10,A/365,The interest payment on January 28 and July 28 of each year will be postponed,10,10
130302.SH,MOF (GANSU) 3.51% B250710,3.1681,101.3881,101.09,103.2488,2.5107,103.5493,,,,7/10/2015,3.4137,100,100,AAA,7/10/2025,Fixed Interest Rate,Simple interest,3.51%,2,1月10日,10,10,A/365,"Pay interest on July 10 and January 10 each year, and holidays are postponed",10,60
185196.SH,21 CRCC Y8,4.5172,100.4027,100,100.4852,3.3892,100.8879,,,,12/30/2021,4.8877,100,100,AAA,12/30/2026,Fixed Interest Rate,Simple interest,3.50%,1,12月30日,5,5+N,A/365F,"Interest is paid on December 30 every year, holidays are postponed",5,10
184181.SH,G21 West Rail 2,3.4964,100.4219,100,100.429,3.4017,100.8509,,,,12/28/2021,4.8822,100,100,AAA,12/28/2026,Fixed Interest Rate,Simple interest,3.50%,1,12月28日,5,5,A/365,"Pay interest on December 28 every year, and postpone holidays",5,15
185183.SH,21 Tiehu Y2,5.2581,100.4315,100,100.434,3.337,100.8656,,,,12/27/2021,2.8795,100,100,AAA,12/27/2024,Fixed Interest Rate,Simple interest,3.50%,1,12月27日,3,3+N,A/365F,"Pay interest on December 27 every year, and holidays are postponed",3,15
185094.SH,21 Quancheng 03,3.4959,100.6041,100,100.5423,3.3745,101.1465,,,,12/9/2021,4.8301,100,100,AAA,12/9/2026,Fixed Interest Rate,Simple interest,3.50%,1,12月9日,5,5,A/365F,The interest payment will be postponed on December 9 every year,5,9
155575.SH,CHINA SOUTH INDUSTRIES GROUP 3.5% B221202,2.6765,101.3012,100.63,100.7961,2.4786,101.4673,,,,12/2/2019,0.811,100,100,AAA,12/2/2022,Fixed Interest Rate,Simple interest,3.50%,1,12月2日,3,3,A/365F,"Interest is paid on December 2 each year, holidays are postponed",3,20
163024.SH,DFZQ 3.50% B221125,3.2308,100.9184,100.18,100.7937,2.4565,101.532,,,,11/25/2019,0.7918,100,100,AAA,11/25/2022,Fixed Interest Rate,Simple interest,3.50%,1,11月25日,3,3,A/365F,"Interest is paid on November 25 every year, holidays are postponed",3,49
197593.SH,21 Guolian 07,3.4924,100.7671,100,100.7994,3.1914,101.5665,,,,11/22/2021,2.7836,100,100,AAA,11/22/2024,Fixed Interest Rate,Simple interest,3.50%,1,11月22日,3,3,A/365F,The interest payment holiday will be postponed every November 22,3,15
155772.SH,19CHNE04,2.993,101.4127,100.31,100.662,2.4896,101.7647,,,,10/18/2019,0.6877,100,100,AAA,10/18/2022,Fixed Interest Rate,Simple interest,3.50%,1,10月18日,3,3,A/365F,"Pay interest on October 18 each year, and holidays are postponed",3,30
127920.SH,19 Railway 13,3.491,101.1411,100,102.5081,2.5147,103.6492,,,,10/14/2019,2.6767,100,100,AAA,10/14/2024,Fixed Interest Rate,Simple interest,3.50%,1,10月14日,5,5,A/365,"Pay interest on October 14 each year, and holidays are postponed",5,120
155713.SH,19CHNE03,1.9857,102.2704,100.88,100.5881,2.4753,101.9785,,,,9/18/2019,0.6055,100,100,AAA,9/18/2022,Fixed Interest Rate,Simple interest,3.50%,1,9月18日,3,3,A/365F,"Pay interest on September 18 each year, and holidays are postponed",3,50
188763.SH,A 21-Beam G9,3.1652,102.7996,101.39,101.6228,3.1126,103.0324,,,,9/16/2021,4.6,100,100,AAA,9/16/2026,Fixed Interest Rate,Simple interest,3.50%,1,9月16日,5,5,A/365F,The interest payment holiday is postponed on September 16 every year,5,10
188694.SH,21 Su Nong 02,3.4394,101.6492,100.23,100.6805,3.3345,102.0997,,,,9/15/2021,4.5973,100,100,AAA,9/15/2026,Fixed Interest Rate,Simple interest,3.50%,1,9月15日,5,5,A/365F,The interest payment holiday is postponed on September 15 every year,5,4
155684.SH,G19 Lu Gao 1,2.0117,102.2879,100.84,100.5795,2.4618,102.0274,,,,9/12/2019,0.589,100,100,AAA,9/12/2022,Fixed Interest Rate,Simple interest,3.50%,1,9月12日,3,3,A/365F,"Pay interest on September 12 every year, and holidays are postponed",3,10
155677.SH,19 Chinalco G4,2.6241,101.9751,100.46,100.4996,2.5673,102.0147,,,,9/5/2019,0.5699,100,100,AAA,9/5/2022,Fixed Interest Rate,Simple interest,3.50%,1,9月5日,3,3,A/365F,The interest payment holiday is postponed on September 5 every year,3,10
175070.SH,YOFC 3.50% B230828,3.3492,101.7918,100.2,101.0553,2.7848,102.6471,,,,8/28/2020,1.5479,100,100,AAA,8/28/2023,Fixed Interest Rate,Simple interest,3.50%,1,8月28日,3,3,A/365F,The interest payment holiday will be postponed on August 28 every year,3,5
163927.SH,DFZQ 3.50% B230819,2.5709,103.0281,101.35,101.2511,2.642,102.9292,,,,8/19/2020,1.5233,100,100,AAA,8/19/2023,Fixed Interest Rate,Simple interest,3.50%,1,8月19日,3,3,A/365F,The interest payment will be postponed on August 19 every year,3,40
163925.SH,CMS 3.5% B230813,2.5814,103.0556,101.32,101.243,2.6384,102.9786,,,,8/13/2020,1.5068,100,100,AAA,8/13/2023,Fixed Interest Rate,Simple interest,3.50%,1,8月13日,3,3,A/365,"Pay interest on August 13 every year, and postpone holidays",3,30
188471.SH,CQLJ 3.50% B260802,3.494,101.8411,100,101.2517,3.192,103.0927,,,,8/2/2021,4.4767,100,100,AAA,8/2/2026,Fixed Interest Rate,Simple interest,3.50%,1,8月2日,5,5,A/365F,The interest payment will be postponed on August 2 every year,5,30
155562.SH,BAIC GROUP 3.5% B220801,3.7538,101.6907,99.84,99.7732,3.9177,101.6239,,,,8/1/2019,0.474,100,100,AAA,8/1/2022,Fixed Interest Rate,Simple interest,3.50%,1,8月1日,3,3,A/365F,"Interest is paid on August 1 every year, holidays are postponed",3,10
167315.SH,CHINA GALAXY 3.5% B220729,3.4151,101.8795,100,100.426,2.5218,102.3055,,,,7/29/2020,0.4658,100,100,AAA,7/29/2022,Fixed Interest Rate,Simple interest,3.50%,1,7月29日,2,2,A/365F,"Pay interest on July 29 every year, and postpone holidays",2,30
163743.SH,GZP 3.5% B230723,3.7558,101.557,99.62,101.1763,2.6523,103.1132,,,,7/23/2020,1.4493,100,100,AAA,7/23/2023,Fixed Interest Rate,Simple interest,3.50%,1,7月23日,3,3,A/365F,"Pay interest on July 23 every year, and holidays are postponed",3,10
188362.SH,CHINA JIANYIN INVESTMENT 3.50% B260713,3.494,102.0329,100,101.1942,3.2026,103.2271,,,,7/13/2021,4.4219,100,100,AAA,7/13/2026,Fixed Interest Rate,Simple interest,3.50%,1,7月13日,5,5,A/365F,The interest payment will be postponed on July 13 every year,5,5
188367.SH,CHINA SECURITIES 3.50% B240712,3.4894,102.0425,100,101.395,2.8888,103.4375,,,,7/12/2021,2.4192,100,100,AAA,7/12/2024,Fixed Interest Rate,Simple interest,3.50%,1,7月12日,3,3,A/365F,"Interest shall be paid on July 12 every year, and holidays shall be postponed accordingly",3,15
127908.SH,CR 3.50% B240711,2.9169,103.3721,101.32,102.5702,2.3872,104.6222,,,,7/11/2019,2.4164,100,100,AAA,7/11/2024,Fixed Interest Rate,Simple interest,3.50%,1,7月11日,5,5,A/365,"Interest is paid every July 11th, holidays are postponed",5,100
147352.SH,MOF (GUANGDONG) 3.50% B230710,3.4822,102.0616,100,101.6062,2.3226,103.6679,,,,7/10/2018,1.4137,100,100,AAA,7/10/2023,Fixed Interest Rate,Simple interest,3.50%,1,7月10日,5,5,A/365,The interest payment holiday will be postponed on July 10 every year,5,12
147353.SH,MOF (GUANGDONG) 3.50% B230710,3.4822,102.0616,100,101.6062,2.3226,103.6679,,,,7/10/2018,1.4137,100,100,AAA,7/10/2023,Fixed Interest Rate,Simple interest,3.50%,1,7月10日,5,5,A/365,The interest payment holiday will be postponed on July 10 every year,5,12
147354.SH,MOF (GUANGDONG) 3.50% B230710,3.4822,102.0616,100,101.6062,2.3226,103.6679,,,,7/10/2018,1.4137,100,100,AAA,7/10/2023,Fixed Interest Rate,Simple interest,3.50%,1,7月10日,5,5,A/365,The interest payment holiday will be postponed on July 10 every year,5,18
147355.SH,MOF (GUANGDONG) 3.50% B230710,3.4822,102.0616,100,101.6062,2.3226,103.6679,,,,7/10/2018,1.4137,100,100,AAA,7/10/2023,Fixed Interest Rate,Simple interest,3.50%,1,7月10日,5,5,A/365,The interest payment holiday will be postponed on July 10 every year,5,14
147356.SH,MOF (GUANGDONG) 3.50% B230710,3.4822,102.0616,100,101.6062,2.3226,103.6679,,,,7/10/2018,1.4137,100,100,AAA,7/10/2023,Fixed Interest Rate,Simple interest,3.50%,1,7月10日,5,5,A/365,The interest payment holiday will be postponed on July 10 every year,5,19
147357.SH,MOF (GUANGDONG) 3.50% B230710,3.4822,102.0616,100,101.6062,2.3226,103.6679,,,,7/10/2018,1.4137,100,100,AAA,7/10/2023,Fixed Interest Rate,Simple interest,3.50%,1,7月10日,5,5,A/365,The interest payment holiday will be postponed on July 10 every year,5,5
147358.SH,MOF (GUANGDONG) 3.50% B230710,3.4822,102.0616,100,101.6062,2.3226,103.6679,,,,7/10/2018,1.4137,100,100,AAA,7/10/2023,Fixed Interest Rate,Simple interest,3.50%,1,7月10日,5,5,A/365,The interest payment holiday will be postponed on July 10 every year,5,29.1
147359.SH,MOF (GUANGDONG) 3.50% B230710,3.4822,102.0616,100,101.6062,2.3226,103.6679,,,,7/10/2018,1.4137,100,100,AAA,7/10/2023,Fixed Interest Rate,Simple interest,3.50%,1,7月10日,5,5,A/365,The interest payment holiday will be postponed on July 10 every year,5,19
147360.SH,MOF (GUANGDONG) 3.50% B230710,3.4822,102.0616,100,101.6062,2.3226,103.6679,,,,7/10/2018,1.4137,100,100,AAA,7/10/2023,Fixed Interest Rate,Simple interest,3.50%,1,7月10日,5,5,A/365,The interest payment holiday will be postponed on July 10 every year,5,5
188291.SH,21 Ping Zheng 06,2.9933,103.3447,101.12,101.84,2.6817,104.0646,,,,6/23/2021,2.3671,100,100,AAA,6/23/2024,Fixed Interest Rate,Simple interest,3.50%,1,6月23日,3,3,A/365F,"Pay interest on June 23 every year, and postpone holidays",3,12
157764.SH,MOF (JIANGXI) 3.5% B290619,3.4982,100.5082,100,104.1716,2.8664,104.6813,,,,6/19/2019,7.3562,100,100,AAA,6/19/2029,Fixed Interest Rate,Simple interest,3.50%,2,6月19日,10,10,A/365,"Pay interest on June 19 and December 19 each year, and holidays are postponed",10,13.2722
157768.SH,MOF (JIANGXI) 3.5% B290619,3.4982,100.5082,100,104.1716,2.8664,104.6813,,,,6/19/2019,7.3562,100,100,AAA,6/19/2029,Fixed Interest Rate,Simple interest,3.50%,2,6月19日,10,10,A/365,"Pay interest on June 19 and December 19 each year, and holidays are postponed",10,2.0766
163650.SH,CECC 3.5% B230619,5.8735,102.083,99.82,100.7881,2.8892,103.0511,,,,6/19/2020,1.3562,100,100,AAA,6/19/2023,Fixed Interest Rate,Simple interest,3.50%,1,6月19日,3,3+N,A/365F,"Pay interest on June 19 every year, and holidays are postponed",3,10
157445.SH,MOF (SHANGHAI) 3.5% B290618,3.4982,100.5178,100,103.9569,2.8981,104.4761,,,,6/18/2019,7.3534,100,100,AAA,6/18/2029,Fixed Interest Rate,Simple interest,3.50%,2,6月18日,10,10,A/365,The interest payment on June 18 and December 18 will be postponed,10,23.1
157450.SH,MOF (GUANGDONG) 3.50% B290618,3.4982,100.5178,100,103.874,2.9104,104.3932,,,,6/18/2019,7.3534,100,100,AAA,6/18/2029,Fixed Interest Rate,Simple interest,3.50%,2,6月18日,10,10,A/365,The interest payment on June 18 and December 18 will be postponed,10,7.85
157451.SH,MOF (GUANGDONG) 3.50% B290618,3.4982,100.5178,100,103.874,2.9104,104.3932,,,,6/18/2019,7.3534,100,100,AAA,6/18/2029,Fixed Interest Rate,Simple interest,3.50%,2,6月18日,10,10,A/365,The interest payment on June 18 and December 18 will be postponed,10,24.97
157453.SH,MOF (GUANGDONG) 3.50% B290618,3.4982,100.5178,100,103.874,2.9104,104.3932,,,,6/18/2019,7.3534,100,100,AAA,6/18/2029,Fixed Interest Rate,Simple interest,3.50%,2,6月18日,10,10,A/365,The interest payment on June 18 and December 18 will be postponed,10,40.7933
157455.SH,MOF (GUANGDONG) 3.50% B290618,3.4982,100.5178,100,103.874,2.9104,104.3932,,,,6/18/2019,7.3534,100,100,AAA,6/18/2029,Fixed Interest Rate,Simple interest,3.50%,2,6月18日,10,10,A/365,The interest payment on June 18 and December 18 will be postponed,10,6.73
157457.SH,MOF (GUANGDONG) 3.50% B290618,3.4982,100.5178,100,103.874,2.9104,104.3932,,,,6/18/2019,7.3534,100,100,AAA,6/18/2029,Fixed Interest Rate,Simple interest,3.50%,2,6月18日,10,10,A/365,The interest payment on June 18 and December 18 will be postponed,10,33.7849
157461.SH,MOF (GUANGDONG) 3.50% B290618,3.4982,100.5178,100,103.874,2.9104,104.3932,,,,6/18/2019,7.3534,100,100,AAA,6/18/2029,Fixed Interest Rate,Simple interest,3.50%,2,6月18日,10,10,A/365,The interest payment on June 18 and December 18 will be postponed,10,124.5565
157466.SH,MOF (SHENZHEN) 3.50% B290618,3.4955,100.5178,100,103.0358,2.6505,103.555,,,,6/18/2019,7.3534,100,100,AAA,6/18/2029,Fixed Interest Rate,Simple interest,3.50%,2,6月18日,10,6.5055,A/365,The interest payment on June 18 and December 18 will be postponed,10,64
163639.SH,CHINA RAILWAY 3.50% B230616,5.8464,102.2918,100,100.886,2.8112,103.1778,,,,6/16/2020,1.3479,100,100,AAA,6/16/2023,Fixed Interest Rate,Simple interest,3.50%,1,6月16日,3,3+N,A/365F,"Pay interest on June 16 each year, and holidays are postponed",3,20
163591.SH,CHANGZHOU URBAN CONSTRUCTION 3.50% B250601,3.3307,102.9356,100.5,101.2971,3.0774,103.7327,,,,6/1/2020,3.3068,100,100,AAA,6/1/2025,Fixed Interest Rate,Simple interest,3.50%,1,6月1日,5,5,A/365F,"Pay interest on June 1st every year, and holidays are postponed",5,5
166609.SH,ZHESHANG SECURITIES 3.5% B230420,3.4835,102.8384,100,100.5354,3.0278,103.3737,,,,4/20/2020,1.1918,100,100,AA+,4/20/2023,Fixed Interest Rate,Simple interest,3.50%,1,4月20日,3,3,A/365F,"Pay interest on April 20 every year, and postpone holidays",3,8
140590.SH,MOF (QINGHAI) 3.5% B220418,3.3529,102.8575,100,100.3412,1.5906,103.1987,,,,4/18/2017,0.1863,100,100,AAA,4/18/2022,Fixed Interest Rate,Simple interest,3.50%,1,4月18日,5,5,A/365,"Pay interest on April 18 every year, and postpone holidays",5,22.05
175962.SH,SINOCHEM 3.5% B230412,5.9182,102.9151,100,100.742,2.8387,103.657,,,,4/12/2021,1.1699,100,100,AAA,4/12/2023,Fixed Interest Rate,Simple interest,3.50%,1,4月12日,2,2+N,A/365F,"Pay interest on April 12 every year, and postpone holidays",2,20
157663.SH,MOF (HEBEI) 3.5% B260410,3.4953,102.9342,100,103.5667,2.5835,106.5009,,,,4/10/2019,4.1644,100,100,AAA,4/10/2026,Fixed Interest Rate,Simple interest,3.50%,1,4月10日,7,7,A/365,"Pay interest on April 10 every year, and postpone holidays",7,40
152438.SH,20 Yi Guo 01,3.2899,103.6397,100.6,101.3615,3.0356,104.4012,,,,3/30/2020,3.1342,100,100,AAA,3/30/2025,Fixed Interest Rate,Simple interest,3.50%,1,3月30日,5,5,A/365,"Interest is paid on March 30 every year, and holidays are postponed",5,17
173555.SH,MOF (LIAONING) 3.5% B310324,3.4998,101.3329,100,103.9151,3.0055,105.2591,,,,3/24/2021,9.1178,100,100,AAA,3/24/2031,Fixed Interest Rate,Simple interest,3.50%,2,3月24日,10,10,A/365,"Pay interest on March 24th and September 24th each year, and holidays are postponed",10,22
163311.SH,20 Pingzheng  01,3.3921,103.2452,100.1,100.9371,2.6218,104.0823,,,,3/19/2020,1.1041,100,100,AAA,3/19/2023,Fixed Interest Rate,Simple interest,3.50%,1,3月19日,3,3,A/365F,"Interest is paid on March 19 every year, holidays are postponed",3,5
173126.SH,MOF (GUANGDONG) 3.5% B310312,3.5,101.4479,100,103.8498,3.0121,105.3098,,,,3/12/2021,9.0849,100,100,AAA,3/12/2031,Fixed Interest Rate,Simple interest,3.50%,2,3月12日,10,10,A/365,The interest payment holiday will be postponed on March 12 and September 12 every year,10,182.9236
173128.SH,MOF (GUANGDONG) 3.5% B310312,3.5,101.4479,100,103.8498,3.0121,105.3098,,,,3/12/2021,9.0849,100,100,AAA,3/12/2031,Fixed Interest Rate,Simple interest,3.50%,2,3月12日,10,10,A/365,The interest payment holiday will be postponed on March 12 and September 12 every year,10,226.8673
173543.SH,MOF (JIANGXI) 3.5% B310311,3.5,101.4575,100,103.7573,3.0235,105.2269,,,,3/11/2021,9.0822,100,100,AAA,3/11/2031,Fixed Interest Rate,Simple interest,3.50%,2,3月11日,10,10,A/365,The interest payment on March 11 and September 11 will be postponed every year,10,43.7039
173544.SH,MOF (JIANGXI) 3.5% B310311,3.5,101.4575,100,103.7573,3.0235,105.2269,,,,3/11/2021,9.0822,100,100,AAA,3/11/2031,Fixed Interest Rate,Simple interest,3.50%,2,3月11日,10,10,A/365,The interest payment on March 11 and September 11 will be postponed every year,10,69
175801.SH,CHINA HUADIAN CORPORATION 3.50% B240305,3.4932,103.2795,100,101.7302,2.6261,105.0096,,,,3/5/2021,2.0658,100,100,AAA,3/5/2024,Fixed Interest Rate,Simple interest,3.50%,1,3月5日,3,3,A/365F,"Pay interest on March 5 every year, and postpone holidays",3,10
175791.SH,BII 3.50% B240303,3.3658,103.5486,100.25,101.6086,2.6847,104.9072,,,,3/3/2021,2.0603,100,100,AAA,3/3/2024,Fixed Interest Rate,Simple interest,3.50%,1,3月3日,3,3,A/365F,"Pay interest on March 3 every year, and postpone holidays",3,7
155182.SH,CHN ENERGY 3.50% B220227,-6.7757,103.847,100.51,100.0582,2.1758,103.3952,,,,2/27/2019,0.0493,100,100,AAA,2/27/2022,Fixed Interest Rate,Simple interest,3.50%,1,2月27日,3,3,A/365F,"Pay interest on February 27 every year, and postpone holidays",3,30
